"global_id";"ID";"Name";"OnTerritoryOfMoscow";"AdmArea";"District";"Longitude_WGS84";"Latitude_WGS84";"VestibuleType";"NameOfStation";"Line";"CulturalHeritageSiteStatus";"ModeOnEvenDays";"ModeOnOddDays";"FullFeaturedBPAAmount";"LittleFunctionalBPAAmount";"BPAAmount";"RepairOfEscalators";"ObjectStatus";
"1774030";"708";"Черкизовская, вход 1 в южный вестибюль";"да";"Восточный административный округ";"район Преображенское";"37.7444641";"55.8027347";"наземный отдельностоящий";"Черкизовская";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:45, по 2 пути в 05:44:30; последний поезд по 1 пути в 01:05:40, по 2 пути в 02:03:15";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:45, по 2 пути в 05:44:30; последний поезд по 1 пути в 01:05:40, по 2 пути в 02:03:15";"";"5";"5";"nested data";"действует";
"1774031";"540";"Чертановская, вход-выход 5 в северный вестибюль";"да";"Южный административный округ";"район Чертаново Северное";"37.605022";"55.640738";"подземный";"Чертановская";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути в 06:09:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:49:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:00, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:00";"2";"2";"4";"nested data";"действует";
"1774032";"536";"Чертановская, вход-выход 1 в южный вестибюль";"да";"Южный административный округ";"район Чертаново Северное";"37.608036";"55.6399002";"наземный отдельностоящий";"Чертановская";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути в 06:09:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:49:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:00, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:00";"1";"4";"5";"nested data";"действует";
"1774036";"822";"Сходненская, вход-выход 8 в вестибюль 1";"да";"Северо-Западный административный округ";"район Южное Тушино";"37.4393629";"55.8492989";"подземный";"Сходненская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55";"";"3";"3";"nested data";"действует";
"1774037";"829";"Сходненская, вход-выход 3 в вестибюль 2";"да";"Северо-Западный административный округ";"район Северное Тушино";"37.440023";"55.851709";"подземный";"Сходненская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55";"2";"3";"5";"nested data";"действует";
"1774038";"828";"Сходненская, вход-выход 4 в вестибюль 2";"да";"Северо-Западный административный округ";"район Северное Тушино";"37.4403099";"55.8515441";"подземный";"Сходненская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:55, по 2 пути в 05:52:25; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:55, по 2 пути в 05:52:25; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55";"";"4";"4";"nested data";"действует";
"1774039";"825";"Сходненская, вход-выход 5 в вестибюль 1";"да";"Северо-Западный административный округ";"район Южное Тушино";"37.44072";"55.849722";"подземный";"Сходненская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55";"";"3";"3";"nested data";"действует";
"1774040";"823";"Сходненская, вход-выход 7 в вестибюль 1";"да";"Северо-Западный административный округ";"район Южное Тушино";"37.4406824";"55.8492661";"подземный";"Сходненская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55";"";"3";"3";"nested data";"действует";
"1774041";"824";"Сходненская, вход-выход 6 в вестибюль 1";"да";"Северо-Западный административный округ";"район Южное Тушино";"37.441083";"55.849604";"подземный";"Сходненская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:05, по 2 пути в 05:52:35; последний поезд по 1 пути в 01:04:50, по 2 пути в 02:00:55";"";"3";"3";"nested data";"действует";
"1774042";"774";"Таганская, вход-выход 2 в вестибюль";"да";"Центральный административный округ";"Таганский район";"37.6529419";"55.7393895";"подземный";"Таганская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:35, по 2 пути в 01:30:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:45, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:35, по 2 пути в 01:30:30";"";"2";"2";"nested data";"действует";
"1774043";"776";"Таганская, вход-выход 3 в вестибюль";"да";"Центральный административный округ";"Таганский район";"37.6534996";"55.7396869";"подземный";"Таганская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:35, по 2 пути в 01:30:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:45, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:35, по 2 пути в 01:30:30";"";"2";"2";"nested data";"действует";
"1774044";"775";"Таганская, вход-выход 4 в вестибюль";"да";"Центральный административный округ";"Таганский район";"37.653618";"55.7395075";"подземный";"Таганская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:35, по 2 пути в 01:30:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:45, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:35:35, по 2 пути в 01:30:30";"";"2";"2";"nested data";"действует";
"1774045";"680";"Чистые пруды, вход 2 в вестибюль";"да";"Центральный административный округ";"Басманный район";"37.6382452";"55.7649693";"наземный отдельностоящий";"Чистые пруды";"Сокольническая линия";"объект культурного наследия регионального значения";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:50, по 2 пути в 06:01:55; последний поезд по 1 пути в 01:19:40, по 2 пути в 01:48:15";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:50, по 2 пути в 06:01:55; последний поезд по 1 пути в 01:19:40, по 2 пути в 01:48:15";"4";"";"4";"nested data";"действует";
"1774046";"213";"Шоссе Энтузиастов, вход-выход 4 в вестибюль";"да";"Восточный административный округ";"район Соколиная Гора";"37.751631";"55.758527";"подземный";"Шоссе Энтузиастов";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:13:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:13:00";"2";"2";"4";"nested data";"действует";
"1774047";"420";"Таганская, вход-выход 1 в вестибюль";"да";"Центральный административный округ";"Таганский район";"37.6535961";"55.7423722";"подземный";"Таганская";"Кольцевая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:33:00, по 2 пути в 01:26:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:33:00, по 2 пути в 01:26:00";"0";"3";"3";"nested data";"действует";
"1774049";"749";"Текстильщики, вход-выход 5 в западный вестибюль";"да";"Юго-Восточный административный округ";"район Текстильщики";"37.729918";"55.708138";"подземный";"Текстильщики";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40";"1";"5";"6";"nested data";"действует";
"1774050";"748";"Текстильщики, вход-выход 2 в восточный вестибюль";"да";"Юго-Восточный административный округ";"район Текстильщики";"37.733556";"55.708983";"подземный";"Текстильщики";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40";"1";"6";"7";"nested data";"действует";
"1774051";"743";"Текстильщики, вход-выход 3 в восточный вестибюль";"да";"Юго-Восточный административный округ";"район Текстильщики";"37.733305";"55.709499";"подземный";"Текстильщики";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40";"1";"6";"7";"nested data";"действует";
"1774053";"747";"Текстильщики, вход-выход 1 в восточный вестибюль";"да";"Юго-Восточный административный округ";"район Текстильщики";"37.733220";"55.708977";"подземный";"Текстильщики";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:20, по 2 пути в 05:41:45; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:21:40";"1";"6";"7";"nested data";"действует";
"1774054";"186";"Домодедовская, вход-выход 1 в южный вестибюль";"да";"Южный административный округ";"район Орехово-Борисово Северное";"37.720775";"55.611579";"подземный";"Домодедовская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00";"2";"6";"8";"nested data";"действует";
"1774055";"196";"Алма-Атинская, вход-выход 1 в южный вестибюль 1";"да";"Южный административный округ";"район Братеево";"37.7650605";"55.6334736";"наземный отдельностоящий";"Алма-Атинская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00; последний поезд по 1 пути в 01:03:00";"1";"1";"2";"nested data";"действует";
"1774056";"201";"Площадь Ильича, вход-выход 3 в вестибюль";"да";"Центральный административный округ";"Таганский район";"37.6790124";"55.7464401";"подземный";"Площадь Ильича";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:08:00";"2";"2";"4";"nested data";"действует";
"1774059";"214";"Шоссе Энтузиастов, вход-выход 3 в вестибюль";"да";"Восточный административный округ";"район Соколиная Гора";"37.7513205";"55.758464";"подземный";"Шоссе Энтузиастов";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:52:45; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:14:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:13:00";"2";"2";"4";"nested data";"действует";
"1774060";"215";"Шоссе Энтузиастов, вход-выход 2 в вестибюль";"да";"Восточный административный округ";"район Соколиная Гора";"37.751679";"55.758443";"подземный";"Шоссе Энтузиастов";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:52:45; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:14:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:13:00";"2";"2";"4";"nested data";"действует";
"1774061";"218";"Перово, вход-выход 7 в западный вестибюль";"да";"Восточный административный округ";"район Перово";"37.784696";"55.751243";"подземный";"Перово";"Калининская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:09:00, по 2 пути в 01:17:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:09:00, по 2 пути в 01:17:00";"2";"";"2";"nested data";"действует";
"1774062";"184";"Домодедовская, вход-выход 3 из южного вестибюля";"да";"Южный административный округ";"район Орехово-Борисово Южное";"37.720523";"55.610832";"подземный";"Домодедовская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00";"2";"6";"8";"nested data";"действует";
"1774063";"312";"Шаболовская, вход 1 в вестибюль";"да";"Южный административный округ";"Донской район";"37.6081344";"55.718765";"наземный отдельностоящий";"Шаболовская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:34:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:34:00";"2";"3";"5";"nested data";"действует";
"1774064";"431";"Шипиловская, вход-выход 5 в северный вестибюль";"да";"Южный административный округ";"район Зябликово";"37.7439051";"55.6221781";"подземный";"Шипиловская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 02:07:00, по 2 пути в 01:04:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 02:07:00, по 2 пути в 01:04:00";"2";"";"2";"nested data";"действует";
"1774065";"428";"Шипиловская, вход-выход 1 в южный вестибюль";"да";"Южный административный округ";"район Зябликово";"37.7442272";"55.62029";"подземный";"Шипиловская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 02:07:00, по 2 пути в 01:04:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 02:07:00, по 2 пути в 01:04:00";"1";"";"1";"nested data";"действует";
"1774066";"432";"Шипиловская, вход-выход 4 в северный вестибюль";"да";"Южный административный округ";"район Зябликово";"37.7425049";"55.6221086";"подземный";"Шипиловская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 02:07:00, по 2 пути в 01:04:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 02:07:00, по 2 пути в 01:04:00";"2";"";"2";"nested data";"действует";
"1774067";"86";"Щёлковская, вход-выход 4 в северный вестибюль";"да";"Восточный административный округ";"район Северное Измайлово";"37.799173";"55.809924";"подземный";"Щёлковская";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"";"8";"8";"nested data";"действует";
"1774068";"85";"Щёлковская, вход-выход 1 в северный вестибюль";"да";"Восточный административный округ";"район Северное Измайлово";"37.798304";"55.809836";"подземный";"Щёлковская";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00";"";"8";"8";"nested data";"действует";
"1774069";"87";"Щёлковская, вход-выход 6 в южный вестибюль";"да";"Восточный административный округ";"район Северное Измайлово";"37.798438";"55.808367";"подземный";"Щёлковская";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00";"1";"4";"5";"nested data";"действует";
"1774070";"83";"Щёлковская, вход-выход 3 в северный вестибюль";"да";"Восточный административный округ";"район Гольяново";"37.798828";"55.810575";"подземный";"Щёлковская";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00";"";"8";"8";"nested data";"действует";
"1774071";"84";"Щёлковская, вход-выход 2 в северный вестибюль";"да";"Восточный административный округ";"район Гольяново";"37.798290";"55.810529";"подземный";"Щёлковская";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00";"";"8";"8";"nested data";"действует";
"1774072";"88";"Щёлковская, вход-выход 5 в южный вестибюль";"да";"Восточный административный округ";"район Северное Измайлово";"37.798854";"55.808374";"подземный";"Щёлковская";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00; последний поезд по 1 пути в 01:03:00";"1";"4";"5";"nested data";"действует";
"1774073";"811";"Щукинская, вход-выход 1 в вестибюль 2";"да";"Северо-Западный административный округ";"район Щукино";"37.4629558";"55.8089913";"подземный";"Щукинская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00";"1";"4";"5";"nested data";"действует";
"1774074";"812";"Щукинская, вход-выход 2 в вестибюль 2";"да";"Северо-Западный административный округ";"район Щукино";"37.4632352";"55.8093474";"подземный";"Щукинская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00";"1";"4";"5";"nested data";"действует";
"1774075";"814";"Щукинская, вход-выход 4 в вестибюль 1";"да";"Северо-Западный административный округ";"район Щукино";"37.4654909";"55.8077329";"подземный";"Щукинская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00";"4";"";"4";"nested data";"действует";
"1774076";"813";"Щукинская, вход-выход 3 в вестибюль 1";"да";"Северо-Западный административный округ";"район Щукино";"37.465866";"55.807997";"подземный";"Щукинская";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:35, по 2 пути в 05:44:15; последний поезд по 1 пути в 01:12:55, по 2 пути в 01:53:00";"4";"";"4";"nested data";"действует";
"1774077";"69";"Электрозаводская, вход-выход 1 в вестибюль";"да";"Восточный административный округ";"район Соколиная Гора";"37.705514";"55.782136";"наземный отдельностоящий";"Электрозаводская";"Арбатско-Покровская линия";"объект культурного наследия регионального значения";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:53:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:53:00";"1";"4";"5";"nested data";"действует";
"1774078";"618";"Юго-Западная, вход-выход 3 в южный вестибюль";"да";"Западный административный округ";"район Тропарёво-Никулино";"37.4820889";"55.6627839";"подземный";"Юго-Западная";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00";"4";"2";"6";"nested data";"действует";
"1774079";"619";"Юго-Западная, вход-выход 4 в южный вестибюль";"да";"Западный административный округ";"район Тропарёво-Никулино";"37.4821613";"55.6629904";"подземный";"Юго-Западная";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00";"4";"2";"6";"nested data";"действует";
"1774080";"616";"Юго-Западная, вход-выход 2 в южный вестибюль";"да";"Западный административный округ";"район Тропарёво-Никулино";"37.4831377";"55.6625384";"подземный";"Юго-Западная";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00";"4";"2";"6";"nested data";"действует";
"1774081";"621";"Юго-Западная, вход-выход 7 в северный вестибюль";"да";"Западный административный округ";"район Тропарёво-Никулино";"37.4842914";"55.6645394";"подземный";"Юго-Западная";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00";"3";"1";"4";"nested data";"действует";
"1774082";"620";"Юго-Западная, вход-выход 8 в северный вестибюль";"да";"Западный административный округ";"район Тропарёво-Никулино";"37.4841919";"55.6643713";"подземный";"Юго-Западная";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:55, по 2 пути в 05:41:30; последний поезд по 1 пути в 01:44:25, по 2 пути в 01:25:00";"3";"1";"4";"nested data";"действует";
